subject_id	specimen	abbreviation	full_name	parent	type_of_match	existing_cl_id	rank	cl_id	cl_label	score	hint_bonus	matched	contradictions	gaps	disqualified	note
SOULCAP:SC000029		Mature B	Mature B cell		Exact		1	CL:0000961	Bm1 B cell	19	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD27-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000029		Mature B	Mature B cell		Exact		2	CL:0002102	CD38-negative naive B cell	19	1	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000029		Mature B	Mature B cell		Exact		3	CL:0002109	B220-positive CD38-positive naive B cell	19	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38- (no axiom on any alt.), CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000030		T3	Transitional B cell 3	Mature B	Exact		1	CL:0000961	Bm1 B cell	19	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD27-, CD24+, IGD+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000030		T3	Transitional B cell 3	Mature B	Exact		2	CL:0002102	CD38-negative naive B cell	19	1	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24+, IGD+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000030		T3	Transitional B cell 3	Mature B	Exact		3	CL:0002109	B220-positive CD38-positive naive B cell	19	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10:low (no axiom on any alt.), CD24+, IGD+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000031		Naive	Naive B cell	Mature B	Exact		1	CL:0002102	CD38-negative naive B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24-, IGD+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000031		Naive	Naive B cell	Mature B	Exact		2	CL:0002109	B220-positive CD38-positive naive B cell	20	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10- (no axiom on any alt.), CD24-, IGD+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000031		Naive	Naive B cell	Mature B	Exact		3	CL:0002110	B220-low CD38-positive naive B cell	20	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10- (no axiom on any alt.), CD24-, IGD+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000032		BDN	Double Negative B cells	Mature B	Exact		1	CL:0002102	CD38-negative naive B cell	19	1	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24-, IGD-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000032		BDN	Double Negative B cells	Mature B	Exact		2	CL:0000961	Bm1 B cell	18	0	CD3-, CD45+, CD20+ (1 of 2 alt.), CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD27-, CD24-, IGD-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000032		BDN	Double Negative B cells	Mature B	Exact		3	CL:0002109	B220-positive CD38-positive naive B cell	18	0	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10- (no axiom on any alt.), CD24-, IGD-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000033		BDN1	Double Negative B cell 1	BDN	Exact		1	CL:0000961	Bm1 B cell	23	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD38- (1 of 3 alt.), CD21+, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD27-, CD24+, IGD-, CD11C-, CD185+, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000033		BDN1	Double Negative B cell 1	BDN	Exact		2	CL:0002055	CD38-negative immature B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD38- (1 of 3 alt.), CD21+ (dim), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD27-, CD24+, IGD-, CD11C-, CD185+, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000033		BDN1	Double Negative B cell 1	BDN	Exact		3	CL:0002102	CD38-negative naive B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24+, IGD-, CD21+, CD11C-, CD185+, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000034		BDN2	Double Negative B cell 2	BDN	Exact		1	CL:0002102	CD38-negative naive B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24-, IGD-, CD21-, CD11C+, CD185-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000034		BDN2	Double Negative B cell 2	BDN	Exact		2	CL:0002109	B220-positive CD38-positive naive B cell	19	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10- (no axiom on any alt.), CD24-, IGD-, CD21-, CD11C+, CD185-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000034		BDN2	Double Negative B cell 2	BDN	Exact		3	CL:0002110	B220-low CD38-positive naive B cell	19	1	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10- (no axiom on any alt.), CD24-, IGD-, CD21-, CD11C+, CD185-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000035		BDN3	Double Negative B cell 3	BDN	Exact		1	CL:0002102	CD38-negative naive B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24+, IGD-, CD21-, CD11C-, CD185-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000035		BDN3	Double Negative B cell 3	BDN	Exact		2	CL:0000958	T1 B cell	19	1	CD3-, CD20+ (1 of 2 alt.), CD24+ (hi), CD21-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD27-, CD38:low (hi)/CD38- (hi)/CD10- (no axiom on any alt.), IGD-, CD11C-, CD185-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000035		BDN3	Double Negative B cell 3	BDN	Exact		3	CL:0002109	B220-positive CD38-positive naive B cell	19	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27-, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD38:low/CD38-/CD10- (no axiom on any alt.), CD24+, IGD-, CD21-, CD11C-, CD185-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000036		BDN4	Double Negative B cell 4	BDN	Exact		1	CL:0000961	Bm1 B cell	23	1	CD3-, CD45+, CD20+ (1 of 2 alt.), CD38- (1 of 3 alt.), CD21+, CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD27-, CD24+, IGD-, CD11C-, CD185+, IGE+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000036		BDN4	Double Negative B cell 4	BDN	Exact		2	CL:0002055	CD38-negative immature B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD38- (1 of 3 alt.), CD21+ (dim), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD27-, CD24+, IGD-, CD11C-, CD185+, IGE+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000036		BDN4	Double Negative B cell 4	BDN	Exact		3	CL:0002102	CD38-negative naive B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27-, CD38- (1 of 3 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD24+, IGD-, CD21+, CD11C-, CD185+, IGE+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000037		Bmem	Memory B cell		Exact		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	24	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000037		Bmem	Memory B cell		Exact		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	24	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000037		Bmem	Memory B cell		Exact		3	CL:0002108	CD38-negative IgG memory B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000038		IgD only	IgD only Memory B cell	Bmem	Exact		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	24	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD+, IGM-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000038		IgD only	IgD only Memory B cell	Bmem	Exact		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	24	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD+, IGM-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000038		IgD only	IgD only Memory B cell	Bmem	Exact		3	CL:0002108	CD38-negative IgG memory B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD+, IGM-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000039		Unswitched	Unswitched Memory B cell	Bmem	Exact		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	25	3	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD+, IGM+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000039		Unswitched	Unswitched Memory B cell	Bmem	Exact		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	25	3	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD+, IGM+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000039		Unswitched	Unswitched Memory B cell	Bmem	Exact		3	CL:0002111	CD38-negative unswitched memory B cell	21	3	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD+, IGM+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000040		IgM only	IgM-only Memory B cell	Bmem	Exact		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	24	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000040		IgM only	IgM-only Memory B cell	Bmem	Exact		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	24	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000040		IgM only	IgM-only Memory B cell	Bmem	Exact		3	CL:0002108	CD38-negative IgG memory B cell	20	2	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD-, IGM+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000041		Switched	Switched Memory B cell	Bmem	Exact		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	25	3	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000041		Switched	Switched Memory B cell	Bmem	Exact		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	25	3	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000041		Switched	Switched Memory B cell	Bmem	Exact		3	CL:0002111	CD38-negative unswitched memory B cell	21	3	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD-, IGM-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000042		IgA	IgA-Class Switched B cell	Switched	Surface Only (SO)		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	24	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, IGA+, IGG-, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000042		IgA	IgA-Class Switched B cell	Switched	Surface Only (SO)		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	24	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, IGA+, IGG-, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000042		IgA	IgA-Class Switched B cell	Switched	Surface Only (SO)		3	CL:0002118	CD38-negative IgG-negative class switched memory B cell	21	3	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD-, IGM-, IGA+, IGG-, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000043		IgG	IgG-Class Switched B cell	Switched	Surface Only (SO)		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	24	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, IGA-, IGG+, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000043		IgG	IgG-Class Switched B cell	Switched	Surface Only (SO)		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	24	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, IGA-, IGG+, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000043		IgG	IgG-Class Switched B cell	Switched	Surface Only (SO)		3	CL:0002118	CD38-negative IgG-negative class switched memory B cell	22	4	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD-, IGM-, IGA-, IGG+, IGE-, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000044		IgE	IgE-Class Switched B cell	Switched	Surface Only (SO)		1	CL:0002112	B220-positive CD38-negative unswitched memory B cell	24	2	CD3-, CD45+, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, IGA-, IGG-, IGE+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000044		IgE	IgE-Class Switched B cell	Switched	Surface Only (SO)		2	CL:0002113	B220-low CD38-negative unswitched memory B cell	24	2	CD3-, CD45+ (dim), CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, IGD-, IGM-, IGA-, IGG-, IGE+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000044		IgE	IgE-Class Switched B cell	Switched	Surface Only (SO)		3	CL:0002118	CD38-negative IgG-negative class switched memory B cell	21	3	CD3-, CD20+ (1 of 2 alt.), CD27+, CD38- (1 of 2 alt.), CD20+		CD14-/CD33-/CD64- (no axiom on any alt.), CD56-, CD45+, IGD-, IGM-, IGA-, IGG-, IGE+, CD127-, CD16-, CD15-/CD66B- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD123-	no	
SOULCAP:SC000045		T cell	T lymphocyte		Exact		1	CL:0002467	Gr1-high myeloid suppressor cell	7	1	CD45+, CD11C:not:high (1 of 2 alt.)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000045		T cell	T lymphocyte		Exact		2	CL:0000097	mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000045		T cell	T lymphocyte		Exact		3	CL:0000484	connective tissue type mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000046		CD56+ T cell	CD56+ T cell	T cell	Exact		1	CL:0002467	Gr1-high myeloid suppressor cell	7	1	CD45+, CD11C:not:high (1 of 2 alt.)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, CD56+, CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000046		CD56+ T cell	CD56+ T cell	T cell	Exact		2	CL:0000097	mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000046		CD56+ T cell	CD56+ T cell	T cell	Exact		3	CL:0000484	connective tissue type mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000047		CD56+ CD4 T cell	CD56+ CD4 T cell	CD4+ T cell	Exact		1	CL:0002039	immature NK T cell stage I, mouse	9	1	CD4+ (dim), CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000047		CD56+ CD4 T cell	CD56+ CD4 T cell	CD4+ T cell	Exact		2	CL:0002430	CD4-intermediate, CD8-positive double-positive thymocyte	9	1	CD4+ (dim), CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000047		CD56+ CD4 T cell	CD56+ CD4 T cell	CD4+ T cell	Exact		3	CL:0002431	CD4-positive, CD8-intermediate double-positive thymocyte	9	1	CD4+, CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000048		CD56+ CD8 T cell	CD56+ CD8 T cell	CD8+ T cell	Exact		1	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	14	2	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000048		CD56+ CD8 T cell	CD56+ CD8 T cell	CD8+ T cell	Exact		2	CL:0001050	effector CD8-positive, alpha-beta T cell	14	2	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000048		CD56+ CD8 T cell	CD56+ CD8 T cell	CD8+ T cell	Exact		3	CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	14	2	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
